0.000000000000000000e+00,2.784645540359997540e+01,2.824256007550002323e+01,2.865079339429985339e+01,2.865079339429985339e+01,3.782832739459990989e+01,2.865079339429985339e+01,2.840271429789981994e+01,3.821174947689996770e+01,2.851202652219990341e+01
3.063802868699985993e+01,0.000000000000000000e+00,3.103413335889990776e+01,3.144236667769973792e+01,3.144236667769973792e+01,4.061990067799979442e+01,3.119428758129970447e+01,3.119428758129970447e+01,4.047998674699965704e+01,3.130359980559978794e+01
2.948508864590030498e+01,2.948508864590030498e+01,0.000000000000000000e+00,2.982717770670024038e+01,2.989332196470013514e+01,3.907085596500019165e+01,2.964524286830010169e+01,2.964524286830010169e+01,3.893094203400005426e+01,2.975455509260018516e+01
2.135212910629979888e+01,2.135212910629979888e+01,2.128598484829990412e+01,0.000000000000000000e+00,2.117612666719969639e+01,3.052966310659985538e+01,2.128598484829990412e+01,2.128598484829990412e+01,3.091308518889991319e+01,2.128598484829990412e+01
1.986947905699980765e+01,1.986947905699980765e+01,1.986947905699980765e+01,1.969347661789970516e+01,0.000000000000000000e+00,2.904701305729986416e+01,1.980333479899991289e+01,1.980333479899991289e+01,2.943043513959992197e+01,1.980333479899991289e+01
3.928941900900008477e+01,3.928941900900008477e+01,3.928941900900008477e+01,3.928941900900008477e+01,3.928941900900008477e+01,0.000000000000000000e+00,3.928941900900008477e+01,3.928941900900008477e+01,3.967284109130014258e+01,3.967284109130014258e+01
2.094600007079998250e+01,2.069792097439994905e+01,2.069792097439994905e+01,2.087985581280008773e+01,2.087985581280008773e+01,3.012353407110003900e+01,0.000000000000000000e+00,2.066522969429979639e+01,3.050695615340009681e+01,2.080723319870003252e+01
2.307323157239989087e+01,2.307323157239989087e+01,2.307323157239989087e+01,2.325516641080002955e+01,2.325516641080002955e+01,3.249884466909998082e+01,2.304054029229973821e+01,0.000000000000000000e+00,3.235893073809984344e+01,2.318254379669997434e+01
3.064780461540021861e+01,3.012446860210002342e+01,3.012446860210002342e+01,3.064780461540021861e+01,3.064780461540021861e+01,3.064780461540021861e+01,3.064780461540021861e+01,3.012446860210002342e+01,0.000000000000000000e+00,3.012446860210002342e+01
2.383830664459992477e+01,2.383830664459992477e+01,2.383830664459992477e+01,2.391092925869997998e+01,2.391092925869997998e+01,3.353802959929998906e+01,2.383830664459992477e+01,2.383830664459992477e+01,3.301469358599979387e+01,0.000000000000000000e+00
