0.000000000000000000e+00,2.784645540359997540e+01,5.888058876249988316e+01,4.834427001219955855e+01,2.865079339429985339e+01,9.975378893159950167e+01,6.963025486049946267e+01,8.852583163079998485e+01,1.394266300228996442e+02,1.117083754274999592e+02
3.063802868699985993e+01,0.000000000000000000e+00,3.103413335889990776e+01,7.898229869919941848e+01,5.928882208129971332e+01,1.138434505905997867e+02,8.371991651949974766e+01,6.067937622720000945e+01,1.168766136098997777e+02,8.386192002389998379e+01
6.012311733290016491e+01,2.948508864590030498e+01,0.000000000000000000e+00,7.356563897339992764e+01,8.877391072720001830e+01,8.280931723169987890e+01,5.268578316059983990e+01,2.964524286830010169e+01,8.584248025099986990e+01,5.282778666500007603e+01
4.104560572419950404e+01,6.889206112779947944e+01,6.502444611499959137e+01,0.000000000000000000e+00,2.117612666719969639e+01,5.140951891939994312e+01,2.128598484829990412e+01,4.195121454259970051e+01,9.108236001070008570e+01,6.513375833929967484e+01
1.986947905699980765e+01,4.771593446059978305e+01,7.875006781949969081e+01,1.969347661789970516e+01,0.000000000000000000e+00,7.110299553729964828e+01,4.097946146619960928e+01,6.164469116049940567e+01,1.107758366285997909e+02,8.482723495719938001e+01
1.012148805459996765e+02,1.125129689216000770e+02,8.302788027569977203e+01,6.016927482180017250e+01,8.134540148899986889e+01,0.000000000000000000e+00,3.928941900900008477e+01,5.995464870329988116e+01,3.967284109130014258e+01,6.979730969340016600e+01
6.192546153699959177e+01,7.322354991259999224e+01,4.373846126669968726e+01,2.087985581280008773e+01,4.205598247999978412e+01,3.012353407110003900e+01,0.000000000000000000e+00,2.066522969429979639e+01,6.979637516240018158e+01,4.384777349099977073e+01
8.319634890530005578e+01,5.255832021830019585e+01,2.307323157239989087e+01,4.392039610509982595e+01,6.509652277229952233e+01,5.316407436339977721e+01,2.304054029229973821e+01,0.000000000000000000e+00,5.619723738269976820e+01,2.318254379669997434e+01
1.318626851613998952e+02,1.065210954650001440e+02,7.703600681909983905e+01,9.081707943720039111e+01,1.119932061044000875e+02,3.064780461540021861e+01,6.993722362440030338e+01,5.396277524669994818e+01,0.000000000000000000e+00,3.012446860210002342e+01
1.070346555498999805e+02,7.639662686290012061e+01,4.691153821699981563e+01,6.775870274969975071e+01,8.893482941689944710e+01,6.366249820140001248e+01,4.687884693689966298e+01,2.383830664459992477e+01,3.301469358599979387e+01,0.000000000000000000e+00
